disease,source,cause
urinary tract infection (UTI),Healthline,"Anything that reduces your bladder emptying or irritates the urinary tract can lead to a UTI. There are also many factors that can put you at an increased risk of getting a UTI.

These risk factors include:

age (older adults are more likely to get UTIs)
reduced mobility after surgery or prolonged bed rest
kidney stones
a previous UTI
urinary tract obstructions or blockages, like:
enlarged prostate
kidney stones
certain forms of cancer
prolonged use of urinary catheters, which may make it easier for bacteria to get into your bladder
diabetes
pregnancy
abnormally developed urinary structures from birth
weakened immune system"
melanoma,MayoClinic,"Melanoma happens when something changes healthy melanocytes into cancer cells. Melanocytes are skin cells that make pigment that gives skin its color. The pigment is called melanin.

Melanoma starts when melanocytes develop changes in their DNA. A cell's DNA holds the instructions that tell a cell what to do. In healthy cells, DNA gives instructions to grow and multiply at a set rate. The instructions tell the cells to die at a set time. In cancer cells, the DNA changes give different instructions. The changes tell the cancer cells to make many more cells quickly. Cancer cells can keep living when healthy cells would die. This causes too many cells.

The cancer cells might form a mass called a tumor. The tumor can grow to invade and destroy healthy body tissue. In time, cancer cells can break away and spread to other parts of the body. When cancer spreads, it's called metastatic cancer.

It isn't clear what changes the DNA in skin cells and how it leads to melanoma. It's likely a combination of factors, including environmental and genetic factors. Still, healthcare professionals believe exposure to ultraviolet light is the leading cause of melanoma. Ultraviolet light, also called UV light, comes from the sun and from tanning lamps and beds.

UV light doesn't cause all melanomas, especially those that occur in places on your body that don't receive exposure to sunlight. This means that other factors may contribute to your risk of melanoma."
melanoma,MedlinePlus,"Melanoma is caused by changes (mutations) in skin cells called melanocytes. These cells make a skin color pigment called melanin. Melanin is responsible for skin and hair color.

Melanoma can appear on normal skin. Sometimes it can develop from moles. Moles that are present at birth may develop into melanomas. Larger moles that are present at birth may be at higher risk for developing melanoma.

There are four major types of melanoma:

Superficial spreading melanoma is the most common type. It is usually flat and irregular in shape and color, with different shades of black and brown. It is most common in fair skin people.
Nodular melanoma usually starts as a raised area that is dark blackish-blue or bluish-red. Some do not have any color (amelanotic melanoma).
Lentigo maligna melanoma usually occurs in older people. It is most common in sun-damaged skin on the face, neck, and arms. The abnormal skin areas are usually large, flat, and tan with areas of brown.
Acral lentiginous melanoma is the least common form. It usually occurs on the palms, soles, or under the nails.

The risk for developing melanoma increases with age. However, more and more young people are developing it.

You are more likely to develop melanoma if you:

Have fair skin, blue or green eyes, or red or blond hair
Live in sunny climates or at high altitudes
Spent a lot of time in high levels of strong sunlight because of a job or other activities
Have had one or more blistering sunburns during childhood
Use tanning devices, such as tanning beds
Other risk factors include:

Having close relatives with melanoma
Certain types of moles (atypical or dysplastic) or many birthmarks
Weakened immune system due to disease or medicines"
melanoma,Healthline,"Melanoma develops when healthy melanocytes, the pigment-producing cells that give skin its color, transform into cancer cells. This pigment is called melanin.

Melanoma begins when the DNA of melanocytes undergoes changes. DNA contains the instructions that guide a cell's behavior. In healthy cells, DNA directs growth and division at a controlled pace and signals when cells should die. In cancer cells, changes in the DNA provide abnormal instructions, causing cells to multiply rapidly and avoid normal cell death. This leads to an accumulation of abnormal cells.

These cancerous cells may form a mass known as a tumor, which can grow and damage healthy tissues. Over time, the cancer cells may detach and spread to other parts of the body, a process called metastasis.

The exact cause of DNA changes in melanocytes that lead to melanoma is unclear. It is likely influenced by a combination of genetic and environmental factors. However, exposure to ultraviolet (UV) light, from the sun or artificial sources like tanning beds, is considered the primary cause of melanoma.

Not all melanomas are caused by UV light, especially those occurring in areas of the body not exposed to sunlight. This suggests that additional factors may also play a role in increasing the risk of melanoma."
gastritis,MayoClinic,"Gastritis is an inflammation of the stomach lining. The stomach lining is a mucus-lined barrier that protects the stomach wall. Weaknesses or injury to the barrier allows digestive juices to damage and inflame the stomach lining. Several diseases and conditions can increase the risk of gastritis. These include inflammatory conditions, such as Crohn's disease."
gastritis,MedlinePlus,"The most common causes of gastritis are:

Certain medicines, such as aspirin, ibuprofen, or naproxen and other similar drugs
Heavy alcohol drinking
Infection of the stomach with a bacteria called Helicobacter pylori
Less common causes are:

Autoimmune disorders (such as pernicious anemia)
Backflow of bile into the stomach (bile reflux)
Cocaine use
Eating or drinking caustic or corrosive substances (such as poisons)
Extreme stress
Viral infection, such as cytomegalovirus and herpes simplex virus (more often occurs in people with a weak immune system)
Trauma or a severe, sudden illness such as major surgery, kidney failure, or being placed on a breathing machine may cause gastritis."
gastritis,Healthline,"Weakness in your stomach lining allows digestive juices to damage and inflame it, causing gastritis. Having a thin or damaged stomach lining raises your risk for gastritis.

A gastrointestinal bacterial infection can also cause gastritis. The most common bacterial infection that causes it is H. pylori, a bacterium that infects the lining of the stomach. The infection is usually passed from person to person, but it can also be transmitted through contaminated food or water.

Certain conditions and activities may increase your risk for developing gastritis. Other risk factors include:

extreme alcohol consumption
routine use of NSAIDs like ibuprofen and aspirin
cocaine use
age, because the stomach lining thins naturally with age
tobacco use
Other less common risk factors include:

stress
autoimmune disorders
digestive disorders like Crohn’s disease
viral infections"
glaucoma,MayoClinic,"Glaucoma develops when the optic nerve becomes damaged. As this nerve gradually gets worse, blind spots develop in your vision. For reasons that eye doctors don't fully understand, this nerve damage is usually related to increased pressure in the eye.

Raised eye pressure happens as the result of a buildup of fluid that flows throughout the inside of the eye. This fluid, called the aqueous humor, usually drains through a tissue located at the angle where the iris and cornea meet. This tissue is called the trabecular meshwork. The cornea is important to vision because it lets light into the eye. When the eye makes too much fluid or the drainage system doesn't work properly, eye pressure may increase.

Open-angle glaucoma
This is the most common form of glaucoma. The drainage angle formed by the iris and cornea remains open. But other parts of the drainage system don't drain properly. This may lead to a slow, gradual increase in eye pressure.

Acute angle-closure glaucoma
This form of glaucoma happens when the iris bulges. The bulging iris partially or completely blocks the drainage angle. As a result, fluid can't circulate through the eye and pressure increases. Angle-closure glaucoma may happen suddenly or gradually.

Normal-tension glaucoma
No one knows the exact reason why the optic nerve becomes damaged when eye pressure is healthy. The optic nerve may be sensitive or experience less blood flow. This limited blood flow may be caused by the buildup of fatty deposits in the arteries or other conditions that damage circulation. The buildup of fatty deposits in the arteries also is known as atherosclerosis.

Glaucoma in children
A child may be born with glaucoma or develop it in the first few years of life. Blocked drainage, injury or an underlying medical condition may cause optic nerve damage.

Pigmentary glaucoma
In pigmentary glaucoma, small pigment granules flake off from the iris and block or slow fluid drainage from the eye. Activities such as jogging sometimes stir up the pigment granules. That leads to a deposit of pigment granules on tissue located at the angle where the iris and cornea meet. The granule deposits cause an increase in pressure.

Glaucoma tends to run in families. In some people, scientists have identified genes related to high eye pressure and optic nerve damage."
glaucoma,MedlinePlus,"Glaucoma occurs when the optic nerve becomes damaged, leading to the development of blind spots in vision. This nerve damage is often associated with increased pressure in the eye, though the exact reasons for the damage are not fully understood by eye specialists.

Increased eye pressure results from the buildup of fluid, known as aqueous humor, inside the eye. This fluid typically drains through a tissue called the trabecular meshwork, located at the angle where the iris and cornea meet. The cornea plays a crucial role in vision by allowing light to enter the eye. If the eye produces too much fluid or if the drainage system is impaired, eye pressure can rise.

Types of Glaucoma
Open-Angle Glaucoma
The most common form, this occurs when the drainage angle between the iris and cornea remains open, but other parts of the drainage system do not function properly. This leads to a gradual increase in eye pressure over time.

Acute Angle-Closure Glaucoma
This form arises when the iris bulges, blocking the drainage angle either partially or completely. Fluid becomes trapped, causing a rapid or gradual rise in eye pressure.

Normal-Tension Glaucoma
In this type, the optic nerve becomes damaged despite normal eye pressure. The cause is unclear but may involve increased sensitivity of the optic nerve or reduced blood flow, possibly due to atherosclerosis (buildup of fatty deposits in the arteries) or other circulation-related conditions.

Glaucoma in Children
Glaucoma can affect children from birth or during their early years. Causes may include blocked drainage, injury, or underlying medical conditions leading to optic nerve damage.

Pigmentary Glaucoma
In this form, pigment granules from the iris flake off and obstruct or slow the drainage of fluid. Physical activities like jogging may dislodge these granules, causing them to accumulate at the drainage angle and increase eye pressure.

Genetic Factors
Glaucoma often runs in families. Scientists have identified certain genes associated with high eye pressure and optic nerve damage, suggesting a hereditary component to the condition."
glaucoma,Healthline,"The back of your eye continuously makes a clear fluid called aqueous humor. As this fluid is made, it fills the front part of your eye. Then, it leaves your eye through channels in your cornea and iris. If these channels are blocked or partially obstructed, the natural pressure in your eye, which is called the intraocular pressure (IOP), may increase. As your IOP increases, your optic nerve may become damaged. As damage to your nerve progresses, you may begin losing sight in your eye.

What causes the pressure in your eye to increase isn’t always known. However, doctors believe one or more of these factors may play a role:

dilating eye drops
blocked or restricted drainage in your eye
medications, such as corticosteroids
poor or reduced blood flow to your optic nerve
high or elevated blood pressure"
tachycardia,MayoClinic,"Tachycardia is an increased heart rate for any reason. If a fast heart rate is caused by exercise or stress, it's called sinus tachycardia. Sinus tachycardia is a symptom, not a condition.

Most heart conditions can lead to different forms of tachycardia. Irregular heart rhythms, called arrhythmias, are one cause. An example of an irregular heart rhythm is atrial fibrillation (AFib).

Other things that may lead to tachycardia include:

Fever.
Excessive alcohol use, which is defined as 14 or more drinks a week for a man or seven or more drinks a week for a woman.
Alcohol withdrawal.
Too much caffeine.
High or low blood pressure.
Changes in the level of minerals in the body, called electrolytes. Examples include potassium, sodium, calcium and magnesium.
Certain medicines.
Overactive thyroid, called hyperthyroidism.
A low number of red blood cells, called anemia.
Smoking or nicotine use.
Use of illegal stimulants such as cocaine or methamphetamine.
Heart attack."
tachycardia,MedlinePlus,"Tachycardia refers to an abnormally fast heart rate. When it is triggered by factors like exercise or stress, it is called sinus tachycardia. Sinus tachycardia is considered a symptom rather than a medical condition.

Various heart-related issues can cause different types of tachycardia, including irregular heart rhythms known as arrhythmias. A common example of an arrhythmia is atrial fibrillation (AFib).

Other potential causes of tachycardia include:

Fever.
Excessive alcohol consumption, defined as 14 or more drinks per week for men and 7 or more drinks per week for women.
Alcohol withdrawal.
Excessive caffeine intake.
High or low blood pressure.
Imbalances in body minerals (electrolytes), such as potassium, sodium, calcium, or magnesium.
Certain medications.
Overactive thyroid (hyperthyroidism).
Anemia (a low red blood cell count).
Smoking or nicotine use.
Use of illegal stimulants, such as cocaine or methamphetamine.
Heart attack.
Recognizing these underlying causes is important for managing tachycardia effectively."
tachycardia,Healthline,"Tachycardia refers to an abnormally fast heart rate. When caused by factors such as exercise or stress, it is known as sinus tachycardia, which is a symptom rather than a standalone condition.

Many heart conditions can lead to various forms of tachycardia, often linked to irregular heart rhythms, or arrhythmias. Atrial fibrillation (AFib) is a common example of an arrhythmia that can result in tachycardia.

Other factors that may contribute to tachycardia include:

Fever.
Excessive alcohol consumption (14 or more drinks per week for men, or 7 or more drinks per week for women).
Alcohol withdrawal.
High caffeine intake.
High or low blood pressure.
Electrolyte imbalances, such as abnormal levels of potassium, sodium, calcium, or magnesium.
Certain medications.
Hyperthyroidism (overactive thyroid).
Anemia (low red blood cell count).
Smoking or nicotine use.
Use of stimulant drugs, such as cocaine or methamphetamine.
Heart attack.
Identifying the underlying cause of tachycardia is essential for appropriate treatment and management."
anemia,MayoClinic,"Anemia occurs when the blood doesn't have enough hemoglobin or red blood cells.

This can happen if:

The body doesn't make enough hemoglobin or red blood cells.
Bleeding causes loss of red blood cells and hemoglobin faster than they can be replaced.
The body destroys red blood cells and the hemoglobin that's in them.
What red blood cells do
The body makes three types of blood cells. White blood cells fight infection, platelets help blood clot and red blood cells carry oxygen throughout the body.

Red blood cells have an iron-rich protein that gives blood its red color, called hemoglobin. Hemoglobin lets red blood cells carry oxygen from the lungs to all parts of the body. And it lets red blood cells carry carbon dioxide from other parts of the body to the lungs to be breathed out.

Spongy matter inside many of the large bones, called bone marrow, makes red blood cells and hemoglobin. To make them, the body needs iron, vitamin B-12, folate and other nutrients from foods.

Causes of anemia
Different types of anemia have different causes. They include:

Iron deficiency anemia. Too little iron in the body causes this most common type of anemia. Bone marrow needs iron to make hemoglobin. Without enough iron, the body can't make enough hemoglobin for red blood cells.

Pregnant people can get this type of anemia if they don't take iron supplements. Blood loss also can cause it. Blood loss might be from heavy menstrual bleeding, an ulcer, cancer or regular use of some pain relievers, especially aspirin.

Vitamin deficiency anemia. Besides iron, the body needs folate and vitamin B-12 to make enough healthy red blood cells. A diet that doesn't have enough of these and other key nutrients can result in the body not making enough red blood cells.

Also, some people can't absorb vitamin B-12. This can lead to vitamin deficiency anemia, also called pernicious anemia.

Anemia of inflammation. Diseases that cause ongoing inflammation can keep the body from making enough red blood cells. Examples are cancer, HIV/AIDS, rheumatoid arthritis, kidney disease and Crohn's disease.
Aplastic anemia. This rare, life-threatening anemia occurs when the body doesn't make enough new blood cells. Causes of aplastic anemia include infections, certain medicines, autoimmune diseases and being in contact with toxic chemicals.
Anemias linked to bone marrow disease. Diseases such as leukemia and myelofibrosis can affect how the bone marrow makes blood. The effects of these types of diseases range from mild to life-threatening.
Hemolytic anemias. This group of anemias is from red blood cells being destroyed faster than bone marrow can replace them. Certain blood diseases increase how fast red blood cells are destroyed. Some types of hemolytic anemia can be passed through families, which is called inherited.
Sickle cell anemia. This inherited and sometimes serious condition is a type of hemolytic anemia. An unusual hemoglobin forces red blood cells into an unusual crescent shape, called a sickle. These irregular blood cells die too soon. That causes an ongoing shortage of red blood cells."
anemia,MedlinePlus,"Anemia occurs when the blood has insufficient levels of hemoglobin or red blood cells. This can happen due to:

The body not producing enough hemoglobin or red blood cells.
Loss of red blood cells and hemoglobin due to bleeding faster than they can be replenished.
The body destroying red blood cells and their hemoglobin.
Role of Red Blood Cells
Blood contains three types of cells:

White blood cells: Fight infection.
Platelets: Help with blood clotting.
Red blood cells: Carry oxygen to the body and remove carbon dioxide.
Red blood cells contain hemoglobin, an iron-rich protein that gives blood its red color. Hemoglobin allows red blood cells to transport oxygen from the lungs to tissues and carbon dioxide from tissues back to the lungs for exhalation.

Red blood cells and hemoglobin are produced in the bone marrow, the spongy tissue within large bones. The production process requires nutrients like iron, vitamin B-12, folate, and other dietary components.

Causes of Anemia
Different types of anemia have various causes, including:

Iron-deficiency anemia: The most common type, caused by insufficient iron. Iron is necessary for the bone marrow to produce hemoglobin. It can result from inadequate dietary iron, blood loss (e.g., heavy menstrual periods, ulcers, cancer), or lack of iron supplementation during pregnancy.

Vitamin deficiency anemia: Inadequate folate or vitamin B-12 in the diet can hinder red blood cell production. Some people cannot absorb vitamin B-12 properly, leading to pernicious anemia.

Anemia of inflammation: Chronic diseases like cancer, HIV/AIDS, rheumatoid arthritis, kidney disease, or Crohn's disease can interfere with red blood cell production.

Aplastic anemia: A rare but life-threatening condition where the body stops making enough new blood cells. Causes include infections, certain medications, autoimmune diseases, and exposure to toxic chemicals.

Anemias related to bone marrow diseases: Disorders like leukemia or myelofibrosis can disrupt red blood cell production in the bone marrow. Severity can range from mild to life-threatening.

Hemolytic anemias: This group of anemias occurs when red blood cells are destroyed faster than the bone marrow can replace them. Some forms are inherited, while others result from blood disorders.

Sickle cell anemia: An inherited type of hemolytic anemia where abnormal hemoglobin causes red blood cells to form a crescent (sickle) shape. These cells break down prematurely, leading to a persistent shortage of red blood cells."
anemia,Healthline,"Red blood cells are produced in your bone marrow and have an average lifespan of 100 to 120 days. On average, your bone marrow produces 2 million red blood cells each second while approximately the same number are removed from circulation.

About 1 percent of your red blood cells are removed from circulation and replaced each day.

Any process that has a negative effect on this balance between red blood cell production and destruction can cause anemia.

Causes of anemia are generally divided into those that decrease red blood cell production and those that increase red blood cell destruction or loss.

Factors that decrease red blood cell production
When red blood cell production is lower than normal, more red blood cells are leaving your body than entering circulation. This can potentially lead to anemia.

Factors that decrease red blood cells production can be divided into two categories – acquired and inherited.

Acquired factors that can decrease RBC production include:

inadequate dietary intake of nutrients important for red blood cells production, such as iron, vitamin B12, or folate
kidney disease
some types of cancer, such as leukemia, lymphoma, and multiple myeloma
autoimmune diseases like lupus or rheumatoid arthritis
certain kinds of infections, such as HIV and tuberculosis
hypothyroidism
inflammatory bowel disease (IBD) like ulcerative colitis and Crohn’s disease
aplastic anemia
certain types of medications or treatments, particularly chemotherapy and radiation therapy for cancer
exposure to toxins, such as lead
Some types of genetic (inherited) conditions are also associated with a decrease in production of healthy red blood cells. These include:

Fanconi anemia
Schwachman-Diamond syndrome
Diamond-Blackfan anemia
dyskeratosis congenita
amegakaryocytic thrombocytopenia
Factors that increase red blood cell destruction or loss
On the other hand, anything that causes destruction or loss of red blood cells at a rate faster than they’re made can also cause anemia.

Factors that increase the destruction of red blood cells can also be either acquired or inherited.

Some acquired factors that may lead to increased red blood cell destruction or loss are:

blood loss, which can happen due to:
accidents or injuries
surgery
heavy menstrual bleeding
childbirth
endometriosis
gastrointestinal lesions, such as ulcers or those due to IBD or cancer
heavy nosebleeds
frequent blood donation
hemolysis, which is when red blood cells break down too soon due to things like:
autoimmune activity
certain infections
medication side effects
exposure to toxins
enlarged spleen
liver disease, such as hepatitis or cirrhosis
infections like malaria
Some inherited causes of increased red blood cell destruction can include:

sickle cell disease
glucose-6-phosphate dehydrogenase (G6PD) deficiency
thalassemia
pyruvate kinase deficiency
hereditary spherocytosis
hereditary elliptocytosis"
pancreatitis,MayoClinic,"The pancreas has two major roles. It produces insulin, which helps the body manage and use sugars.

The pancreas also produces dietary juices, called enzymes, that help with digestion. The pancreas makes and stores ""turned off"" versions of the enzymes. After the pancreas sends the enzymes into the small intestine, they are ""turned on"" and break down proteins in the small intestine.

If the enzymes are turned on too soon, they can start acting like digestive juices inside the pancreas. The action can irritate, damage or destroy cells. This problem, in turn, leads to immune system responses that cause swelling and other events that affect how the pancreas works.

Several conditions can lead to acute pancreatitis, including:

Blockage in the bile duct caused by gallstones.
Heavy alcohol use.
Certain medicines.
High triglyceride levels in the blood.
High calcium levels in the blood.
Pancreas cancer.
Injuries from trauma or surgery.
Conditions that can lead to chronic pancreatitis include:

Damage from repeated acute pancreatitis.
Heavy alcohol use.
Inherited genes linked to pancreatitis.
High triglyceride levels in the blood.
High calcium levels in the blood.
Sometimes, a cause for pancreatitis is never found. This is known as idiopathic pancreatitis."
pancreatitis,MedlinePlus,"There are a number of factors that can cause pancreatitis. The most common causes are:

Gallstones (digestive fluids that become solid and form stones in the gallbladder)
Heavy alcohol use
Genetic disorders of the pancreas
Certain medicines

Other causes include:

Smoking
High levels of triglycerides (a type of fat in your blood)
High levels of parathyroid hormone in the blood (called hyperparathyroidism)
High levels of calcium in the blood (called hypercalcemia)
Cancer of the pancreas
Cystic fibrosis
A family history of pancreatitis
Abdominal surgery
Injury to the abdomen"
pancreatitis,Healthline,"Acute and chronic pancreatitis share many of the same causes. These include:

gallstones
drinking a lot of alcohol
some medications
pancreatic cancer
abdominal surgery
infections
cystic fibrosis
injury to your belly
High levels of calcium or triglycerides (a type of fat) in the blood can also lead to chronic pancreatitis.

Gallstones are the most common cause of acute pancreatitis. Gallstones are small, solid masses that form from bile, a fluid that helps with digestion.

A large enough gallstone can get stuck at the junction where the main pancreatic duct and the common bile duct come together. These ducts empty into the duodenum, the first part of the small intestine.

The pancreatic duct carries digestive enzymes from the pancreas. The common bile duct carries bile or other substances from the liver and the gallbladder.

A stuck gallstone can cause a backup of these substances, leading to inflammation in both the common bile duct and the pancreas."
tuberculosis,MayoClinic,"Tuberculosis is caused by a bacterium called Mycobacterium tuberculosis.

People with active TB disease in the lungs or voice box can spread the disease. They release tiny droplets that carry the bacteria through the air. This can happen when they're speaking, singing, laughing, coughing or sneezing. A person can get an infection after inhaling the droplets.

The disease is more likely to spread when people spend a lot of time together in an indoor space. So the disease spreads easily in places where people live or work together for long periods. Also, the disease spreads more easily in crowded gatherings.

A person with a latent TB infection cannot pass the disease to other people. A person taking drugs to treat active TB disease usually can't pass the disease after 2 to 3 weeks of treatment.

Drug-resistant TB
Some forms of the TB bacteria have become drug resistant. This means that drugs that once cured the disease no longer work.

This happens, in part, because of naturally occurring genetic changes in bacteria. A random genetic change in a bacterium might give it some quality that makes it more likely to survive the attack of an antibiotic. If it does survive, then it can multiply.

When antibiotic drugs aren't used correctly — or drugs fail to kill all the bacteria for another reason — the conditions are ideal for more-resistant versions of the bacteria to get established and multiply. If these bacteria are passed on to other people, a new drug-resistant strain can grow over time.

Problems that can lead to such drug-resistant strains of bacteria include the following:

People didn't follow directions for taking the drugs or stopped taking the drugs.
They weren't prescribed the right treatment plan.
Drugs were not available.
The drugs were of poor quality.
The body didn't absorb the drugs as expected."
tuberculosis,MedlinePlus,"TB is caused by bacteria (germs) called Mycobacterium tuberculosis. The germs spread from person to person through the air. People who have TB disease in their throat or lungs spread the germs in the air when they cough, sneeze, talk, or sing. If you breathe in the air that has the germs, you can get TB.

TB is not spread by touching, kissing, or sharing food or dishes.

You're more likely to catch TB from people you live or work with than from people you see for shorter amounts of time.

Who is more likely to get infected with tuberculosis (TB) germs?
Anyone who is near a person with TB disease can get infected with the germs. You are more likely to be near someone with TB disease if you:

Were born in or often travel to countries where TB disease is common
Are a health care worker
Work or live in a place where TB is more common, such as shelters for people without homes, jails, and nursing homes
Who is more likely to develop TB disease?
Certain people are more likely to get sick with TB disease after they get infected. They include people who:

Have HIV
Became infected with TB in the last 2 years
Have other diseases, such as diabetes, that make it hard for your body to fight TB germs
Have alcohol use disorder (AUD) or inject illegal drugs
Were not treated correctly for TB in the past
Are under age 5
Are an older adult
Take medicines that weaken the immune system, such as medicines taken after an organ transplant, steroids, and specialized treatments for certain autoimmune diseases"
tuberculosis,Healthline,"A bacterium called Mycobacterium tuberculosis causes TB. A variety of TB strains exist, and some of these have become resistant to medication.

TB bacteria are transmitted through infected droplets in the air. Once these droplets enter the air, anyone nearby can inhale them. Someone with TB can transmit bacteria by:

sneezing
coughing
speaking
singing
People with well-functioning immune systems may not experience TB symptoms, even if they’ve contracted the bacteria. This is known as latent or inactive TB infection. About a quarter of the world’s population has latent TB.

Latent TB is not contagious, but it can become active disease over time. Active TB disease can make you sick, and you can also spread it to others."
chickenpox,MayoClinic,"Chickenpox is caused by the varicella-zoster virus, a member of the herpesvirus family. This same virus can later cause shingles in adults.

Chickenpox is highly contagious and can spread from 1 to 2 days before the blisters appear until all the blisters have crusted over. You can catch chickenpox through:

Direct contact with the fluid from a chickenpox blister.
Breathing in droplets when someone with the disease coughs or sneezes nearby.
Most cases occur in children under the age of 10 and are usually mild. However, adults and older children often experience more severe symptoms.

Infants whose mothers have had chickenpox or the chickenpox vaccine are less likely to contract the disease before their first birthday. If they do, they usually experience mild symptoms, as maternal antibodies passed through the bloodstream offer some protection. Conversely, infants under 1 year old whose mothers have not had chickenpox or the vaccine are at higher risk of severe illness.

Severe cases of chickenpox are more common in children with weakened immune systems."
chickenpox,MedlinePlus,"Chickenpox is caused by the varicella-zoster virus. It is a member of the herpesvirus family. The same virus also causes shingles in adults.

Chickenpox can be spread very easily to others from 1 to 2 days before blisters appear until all the blisters have crusted over. You may get chickenpox:

From touching the fluids from a chickenpox blister
If someone with the disease coughs or sneezes near you
Most cases of chickenpox occur in children younger than age 10. The disease is most often mild, although serious complications may occur. Adults and older children get sicker than younger children in most cases.

Children whose mothers have had chickenpox or have received the chickenpox vaccine are not very likely to catch it before they are 1 year old. If they do catch chickenpox, they often have mild cases. This is because antibodies from their mothers' blood help protect them. Children under 1 year old whose mothers have not had chickenpox or the vaccine can get severe chickenpox.

Severe chickenpox symptoms are more common in children whose immune system does not work well."
chickenpox,Healthline,"Varicella-zoster virus (VZV) causes the chickenpox infection. Most cases occur through contact with an infected person. The virus is contagious to those around you for one to two days before your blisters appear. VZV remains contagious until all blisters have crusted over. The virus can spread through:

saliva
coughing
sneezing
contact with fluid from the blisters"
mumps,MayoClinic,"Mumps is caused by a type of germ called a virus. When someone has mumps, the virus is in saliva. Coughing or sneezing can release tiny droplets with the virus into the air.

You can get the virus by breathing in tiny droplets. Or you can get the virus by touching a surface where droplets have landed and then touching your face. You also can pick up the virus from direct contact, such as kissing or sharing a water bottle.

Outbreaks in the United States most often happen where people live or work in close contact. These may include college campuses, summer camps and schools."
mumps,MedlinePlus,"Mumps is caused by a virus. The virus spreads from person to person by drops of moisture from the nose and mouth, such as through sneezing. It is also spread through direct contact with items that have infected saliva on them.

Mumps most often occurs in children ages 2 through 12 who have not been vaccinated against the disease. However, the infection can occur at any age and may also be seen in college age students.

The time between being exposed to the virus and getting sick (incubation period) is about 12 to 25 days."
mumps,Healthline,"Mumps is a viral infection that spreads from person to person through respiratory droplets, such as those released when sneezing. It can also be transmitted through direct contact with objects contaminated with infected saliva.

Mumps most commonly affects children aged 2 to 12 who have not been vaccinated, but it can occur at any age, including in college-aged individuals.

The incubation period, or the time between exposure to the virus and the onset of symptoms, typically ranges from 12 to 25 days."
tetanus,MayoClinic,"The bacterium that causes tetanus is called Clostridium tetani. The bacterium can survive in a dormant state in soil and animal feces. It's essentially shut down until it discovers a place to thrive.

When the dormant bacteria enter a wound — a condition good for growth — the cells are ""awakened."" As they are growing and dividing, they release a toxin called tetanospasmin. The toxin impairs the nerves in the body that control muscles."
tetanus,MedlinePlus,"Spores of the bacterium C tetani are found in the soil, and in animal feces and mouth (gastrointestinal tract). In the spore form, C tetani can remain inactive in the soil. But it can remain infectious for more than 40 years.

You can get tetanus infection when the spores enter your body through an injury or wound. The spores become active bacteria that spread in the body and make a poison called tetanus toxin (also known as tetanospasmin). This poison blocks nerve signals from your spinal cord to your muscles, causing severe muscle spasms. The spasms can be so powerful that they tear the muscles or cause fractures of the spine.

The time between infection and the first sign of symptoms is about 7 to 21 days. Nearly all cases of tetanus in the United States occur in those who have not been vaccinated against the disease."
tetanus,Healthline,"Bacteria called Clostridium tetani cause tetanus. Spores of the bacteria can be found in dust, dirt, and animal droppings. Spores are small reproductive bodies produced by certain organisms. They’re often resistant to harsh environmental conditions, such as high heat.

A person can become infected when these spores enter the bloodstream through a cut or deep wound. The bacteria spores then spread to the central nervous system and produce a toxin called tetanospasmin. This toxin is a poison that blocks the nerve signals from your spinal cord to your muscles. This can lead to severe muscle spasms.

Tetanus infection has been associated with:

crush injuries
injuries with dead tissue
burns
puncture wounds from piercings, tattoos, injection drug use, or injury (such as stepping on a nail)
wounds contaminated with dirt, feces, or saliva"
polio,MayoClinic,"Polio is caused by the poliovirus. It mainly targets nerve cells in the spinal cord and brain stem that control muscle movement. Nerve cells controlling sensation are generally not affected.

The naturally-occurring poliovirus, called the wild-type poliovirus, has been eliminated in most countries and causes few cases of polio. Another version of the virus, called the vaccine-derived poliovirus (VDPV), is more widespread and now causes most infections worldwide. VDPV exists mainly in a few countries that use an oral vaccine with a weakened poliovirus.

The weakened virus in the oral vaccine doesn't itself cause polio, and vaccinated people rarely contract VDPV. Instead, VDPV is a new version of the virus that develops within a community or region where not enough people are vaccinated.

Even though the weakened virus in the oral vaccine doesn't cause illness, it can spread. If most people in a community are vaccinated, the spread of the weakened virus is controlled. If many people aren't vaccinated, the weakened virus can move through a community for a long time. This gives the virus the chance to change, or mutate, and behave like the wild-type virus that causes illness.

Infections from VDPV have been reported in the United States. In each case, the person was either not vaccinated or had a significantly weakened immune system. One case in New York in 2022 was in a county with a lower-than-average polio vaccination rate. Samples from wastewater showed that VDPV was spreading in some communities.

Since 2000, polio vaccination in the United States has used an injected vaccine with an inactivated poliovirus that doesn't create the risk for VDPV."
polio,MedlinePlus,"Polio is a disease caused by infection with the poliovirus. The virus spreads by:

Direct person-to-person contact
Contact with infected mucus or phlegm from the nose or mouth
Contact with infected feces
The virus enters through the mouth and nose, multiplies in the throat and intestinal tract, and then is absorbed and spread through the blood and lymph system. The time from being infected with the virus to developing symptoms of disease (incubation) ranges from 5 to 35 days (average 7 to 14 days). Most people do not develop symptoms.

Risks factors include:

Lack of immunization against polio
Travel to an area that has had a polio outbreak
As a result of a global vaccination campaign over the past 25 years, polio has largely been eliminated. The disease still exists in some countries (such as Pakistan and Afghanistan), with outbreaks occurring in groups of people who have not been vaccinated."
